5
1000:9427,9093,9814,9574,11123,10730,10273,9244,10267,10185,9426,9883,10586,10452,9811,11563,10807,9331,10579,10333,10266,9906,9141,10051,10905,9128,10056,10640,10550,9194,9336,9347,9243,10080,10788,10046,10131,9268,9877,10042,8921,10629,10611,9399,9852,9779,10935,9854,10621,11831,9833,10358,10269,10086,10147,10376,9852,9051,10904,9742,10071,9094,10208,9475,9724,10226,11945,10076,11052,8824,9389,9797,9559,10820,10731,10165,11159,10241,9814,10440,9918,10309,9663,9872,9358,11119,9832,9486,9372,10592,9581,9750,9319,9764,9939,10650,9363,10052,9742,9994,
2000:22698,21727,23384,22248,22053,23749,22278,24343,22926,23684,24283,23381,21313,24505,22556,21650,26223,23571,22667,22359,23691,22176,22051,24262,22462,24014,22238,24347,21873,21627,23305,23057,23845,21065,23553,20930,23076,24729,22255,24190,22810,23402,21852,22186,23991,22812,22909,22830,21153,21065,21556,21404,24487,21361,23094,22413,22375,21712,26766,21977,22508,20179,21704,22879,21558,20313,24845,21692,21052,22774,22494,22831,21183,23104,23664,21825,23442,23039,22200,22802,20917,23301,22511,22096,21237,21985,22187,22179,24700,21464,22044,22574,27371,22929,20708,21623,21179,23088,23383,23303,
3000:34653,35463,36907,44080,37661,38363,36496,35679,34814,37314,35161,39791,41593,39654,41642,37003,36355,34720,37585,33300,36336,35135,39568,34247,35651,34498,37107,37351,37606,38833,36779,36440,36817,37336,35351,36846,35482,33997,36266,37766,38501,35965,38791,37170,34637,35941,36305,36934,36268,34367,37441,38449,38514,34715,37311,34400,36760,35129,36157,37417,36536,38267,36455,34349,35465,35452,35662,38070,36700,39980,34381,36550,35295,33356,38412,34621,40365,38237,35044,41032,36569,37197,35805,35046,36924,35148,36147,37118,36302,36285,36976,35385,36212,36701,37971,36868,36924,37943,37109,39599,
4000:50316,48149,48709,47513,51346,52229,51777,52823,51185,49292,54466,52075,55100,49540,51037,49968,59404,54113,50803,48898,48563,51256,50156,49685,51210,47936,50527,51789,54044,51244,51210,50093,53387,51220,52509,47998,49579,50107,53849,50449,50253,49927,47660,48455,50755,52256,56670,49214,50445,49904,53187,48788,52998,49658,54414,47908,52324,53872,52262,52203,51428,57327,51231,53138,56244,49574,51213,54244,51299,49005,51190,52608,50974,49706,50383,53085,50892,47424,56774,49223,52452,49609,55767,49686,51331,49803,53630,55385,55406,50447,55005,50620,48775,51038,49995,51860,48816,54324,48669,49548,
5000:64478,61905,63617,69910,72408,69379,66392,65511,63835,65523,67406,64697,65997,63975,64582,72206,61316,69117,64676,61274,64368,65455,62811,69805,63306,63335,65892,62197,65206,69842,66288,64656,65899,71818,64841,63729,69837,69990,69993,62934,65546,74813,72154,62925,63594,65341,63276,68295,64140,65243,68882,61587,64420,68021,66368,65450,70943,67138,62807,62878,65768,62002,63979,71118,66723,65887,68362,64339,63647,72847,65374,65869,67197,72311,61618,66340,70957,63753,67783,66191,68871,67400,65856,71158,72194,62530,63238,67357,70972,67344,61761,61913,67627,73462,63919,67688,65695,69090,62073,66403,
6000:81118,82167,87506,82300,79828,76862,82128,82388,83778,77811,80817,81209,81787,81403,79333,76543,90889,75860,79308,82144,80374,78120,82705,79527,89803,81843,87932,81603,80871,79388,81749,79870,82375,83317,75178,81867,80438,82146,78588,78783,77893,82711,80290,85836,77713,75901,79484,78629,81014,77315,80205,87212,76854,81357,80644,83562,79056,82631,80764,81478,82208,87530,81437,75587,76318,86381,78469,80984,82154,92536,75979,86633,75575,86902,82847,86008,75925,75776,85958,85864,82607,89550,79339,80128,80126,76818,77984,84201,90417,81796,81417,83534,75848,82462,81562,80047,81533,74577,82644,83473,
7000:107284,99233,97808,106530,95673,96574,95477,93428,99622,92889,89414,97368,97841,95991,94405,100407,92392,98013,96499,96214,98171,102843,97400,99945,95455,97977,90834,97872,92919,102547,102938,96296,89994,98240,91431,97096,95555,102593,94930,98705,96576,100985,91198,96234,96046,98701,97582,101107,98721,98160,93853,94037,100852,106589,101614,96422,94122,95591,98512,98399,100636,99793,89256,91660,96796,101435,105450,101836,98615,93897,100657,96306,93137,95762,97912,92173,95099,93372,99273,95639,106425,98489,90502,101505,108192,90207,102049,96326,92738,98735,95017,92614,104465,97739,102416,100115,96733,98646,102567,97077,
8000:111108,107460,108815,111418,111511,103019,115822,107422,117451,107874,120574,112896,120052,117882,111987,112680,110462,117703,112370,106746,111510,106751,109724,109799,114078,107619,113224,107149,121882,112686,112241,115527,108509,107113,111457,110090,108808,114351,111108,113372,115687,109313,117576,110525,111384,116375,112226,109858,109545,113852,114874,111662,110043,115410,104646,106737,107949,112317,119998,116050,100876,116418,111615,115759,117878,118368,111453,120798,109548,112552,113208,104352,115328,117806,111308,113622,110388,113155,112360,119775,110188,113685,112321,120459,114357,107007,118925,110106,112890,125804,110236,121193,110550,125300,107816,112134,113917,117244,118034,117164,
9000:132439,122486,138233,125078,128120,127449,132842,120494,125965,122597,129077,133899,138099,124796,138029,132129,126390,135787,123646,128024,128845,128574,126158,128257,128743,137784,128846,124884,132761,135272,128498,125011,130583,140580,124022,135504,123911,133873,123117,126853,132497,133776,139099,139380,138887,139176,131691,129412,131781,132365,130393,135888,123371,131464,134363,127927,122743,126556,127133,129295,120281,123723,133118,133251,121160,137048,127783,129673,132432,127812,133322,126577,125657,127624,127834,124920,122043,145688,128764,127402,125187,125978,131459,122424,126810,135975,126858,131817,133036,140839,129555,136281,122454,126939,127822,130526,123278,122350,129905,130009,
10000:140067,144742,139924,142965,144363,140520,143997,139666,145849,147838,135522,143060,153835,143164,143133,137353,153295,135677,149383,141289,152117,143704,145410,136242,153790,147714,153980,151835,148831,151919,144881,139625,140567,141554,144414,146145,144374,145495,149075,147501,143352,142807,147253,149042,157846,150919,139726,144680,155344,145266,160782,152442,141209,142750,140456,147918,135921,142963,149566,140922,133694,142769,137553,142188,150234,153120,154720,148159,138261,137882,159734,149776,142078,147853,138098,146704,148547,153416,143930,155975,147545,140424,154683,139964,152034,146341,149425,139284,164270,147320,140471,143241,150692,151138,144136,138753,153697,139034,148281,140399,
