12
1000:8351,8744,10012,7984,8857,8798,11148,8812,9309,9310,10520,8464,9548,8361,9339,9463,9119,10058,9713,9242,10741,9466,10061,8087,8437,9673,8253,8747,9100,11203,8894,9693,8267,8757,9527,9362,9206,8469,9357,8547,9052,9416,9437,9180,8974,9877,8038,8753,8519,9376,8778,8763,8693,9538,8414,8425,9704,8319,10605,9909,8936,9732,9013,9668,9136,8089,8248,10311,8554,8417,9448,8382,9110,8960,8380,9268,9103,9102,8403,9254,8723,10319,8830,8479,11570,9005,9340,8210,9039,9299,9448,8642,8692,8107,9162,9140,8885,8971,9386,9193,
2000:23125,20669,20352,21323,20904,20271,21384,19348,19522,22868,21660,19872,20682,24597,19533,24889,19802,21830,22044,21702,19766,20872,20726,20331,21168,21239,21981,21006,20169,20345,19131,20451,19699,22009,23422,20530,21079,19530,20492,20269,22347,21368,23615,21848,20990,21867,21685,21977,21047,22076,20785,20470,22850,20439,22903,18556,21224,22387,20819,20558,20490,19876,21368,20904,21629,19953,20547,22225,19294,20900,19379,23941,19107,21191,21592,20131,20214,20528,23709,20754,19657,22579,19797,20770,20176,21367,19151,19864,21165,20087,22889,19723,21141,20453,22887,21458,20978,20435,19195,19416,
3000:31512,31866,35527,34635,30979,33443,32647,32597,32125,32185,34061,30592,32410,33611,30633,38441,36976,34975,33866,32538,34585,33488,34613,33584,36751,36744,31855,32557,31857,36552,34203,33991,31225,34497,34119,35848,36582,35761,32902,33148,33611,34755,32304,35176,34251,34811,31925,31140,34771,34917,36224,35155,33684,34323,32232,36378,32984,33611,32745,30980,33114,35477,33024,32982,32413,35486,32964,36688,35470,33492,36042,33744,35858,31356,33609,34845,31517,37783,39070,34995,36178,31454,34132,36771,33841,38166,33025,36022,35227,32328,32509,33758,33347,32656,35045,37504,36746,34305,32479,33197,
4000:48440,48732,49451,58422,49377,47512,45265,47562,49930,46656,46404,45974,45568,45009,46401,45164,56856,47762,47950,43899,44568,49843,45474,47450,47602,50818,47618,48609,44908,45814,48445,48642,46720,52685,45024,45309,46882,49947,50294,48859,46324,46036,44401,48282,45174,49052,48672,45245,46382,47798,48465,44791,47907,50959,48337,46057,46967,54198,46188,48978,49375,45400,47523,47002,51290,45478,49807,46222,45795,45880,48244,43985,48213,52526,46149,47540,50463,46686,47865,46692,47462,44242,45432,45255,48568,43456,50740,46957,50228,46043,50271,44867,44978,47823,52169,46905,46633,49479,45403,44763,
5000:59818,62319,57195,57512,59629,58168,60109,57450,57967,57865,61696,65743,59030,61041,60283,58832,65373,58606,61311,62317,59361,57309,58941,60031,58294,56531,63040,56626,64632,58932,60834,62732,61657,59611,63194,59505,62054,60047,58045,60879,58818,60083,63129,59053,61907,60240,65223,61790,62649,68892,58283,56419,60716,60150,60161,62512,65654,60681,59467,65317,62221,59493,64288,63672,62940,65808,62198,64588,65255,57082,60038,71037,63611,56318,57589,62746,61003,62360,68951,60741,63202,61240,61449,60119,64452,61962,61220,63784,62643,59459,62120,64039,60897,67332,60439,58144,66081,64848,57098,61788,
6000:74639,75652,79582,75088,75433,83279,74881,78177,73268,76048,73908,70319,70322,74678,72685,72095,76640,72353,74691,82479,76657,76815,78468,81737,76133,74270,71653,76549,76589,72762,74817,77549,71758,88502,87061,73163,84699,79334,68157,74186,79490,75019,73619,70535,71397,70992,76373,72777,71303,79098,79503,74775,76949,70912,70280,73409,77665,77092,76284,80559,72724,77672,75287,75145,75416,68157,78316,72723,73646,82150,85611,73185,72252,76581,77691,75336,72500,75673,75516,71863,75362,71994,73716,73269,72469,76322,73063,73505,71862,73378,76325,76942,78989,76278,75710,79421,76454,73305,75735,72385,
7000:86462,89634,84506,94211,89140,88152,88676,82525,90149,94763,95984,92957,88688,91581,87400,89400,94439,84183,95687,91080,83182,84778,100854,93475,87876,90773,85845,91486,91593,92327,85784,94938,90792,91930,86965,95241,90107,88978,89691,87490,91166,95715,93216,88146,94887,91430,96426,85569,93571,81901,89279,94100,85321,94190,90636,96020,91761,92868,91041,83777,106799,93095,85541,94291,85445,90233,84984,97652,84939,89699,85870,86663,88535,89140,89418,89082,90550,96832,88675,86222,91197,93378,85310,93812,92872,92777,87101,101842,90035,86160,88135,90126,87789,92110,98239,87833,98124,86172,97147,86838,
8000:105310,109558,105207,99713,104278,105339,107996,112908,113670,100170,102888,111116,107341,111709,114117,103675,105838,114960,108449,101475,99084,112465,106193,101623,114923,99644,102399,103992,103589,102020,111614,109151,122021,106322,106563,103267,103567,115130,104074,102249,116505,107859,107799,112705,105753,104768,109755,99977,100307,101392,103764,99737,104334,103158,108106,110360,118071,115605,115202,104411,103154,102494,104822,110906,107271,112696,97836,103781,105092,105021,97736,109146,106536,106201,116316,109971,99879,99989,98994,102661,106568,109186,115620,113967,101390,102042,112378,106012,116771,112207,102472,106526,103108,105793,98409,106020,108235,103149,106443,102939,
9000:118808,113774,113846,119115,116784,125543,120429,120127,125249,116757,117028,125291,125933,123521,109360,118982,117038,115013,127307,117502,128233,124783,114158,120729,124170,118425,126028,121680,125405,119416,136632,125904,125547,122619,115301,118547,130325,119006,119568,114359,132688,118208,120415,123576,130072,121739,126219,126611,118194,117406,121771,128900,114950,129060,113814,126431,136355,127474,118337,119473,123435,117636,125164,113475,118196,113858,116690,131589,119311,133867,120713,118538,117562,113139,119257,119098,121893,116909,136243,120825,123075,119447,112647,118383,119707,121259,123362,112745,116203,112061,124285,122081,115199,123187,118149,122623,127657,120656,118096,119022,
10000:129494,133270,129989,141089,135303,132356,133196,132278,141846,129731,137841,130808,132419,141900,129297,130521,163175,129295,136445,131494,137265,150753,137608,126574,131040,128194,128637,129314,133598,130382,132000,148410,135618,143361,146622,141064,142386,136265,140559,141515,134256,137843,131753,136213,133792,134886,134513,134388,136977,143379,132759,147832,137418,138949,133728,131889,131666,139203,138839,138883,135431,139173,131869,145168,125762,136886,133986,154159,137525,131243,140263,132654,131892,142071,130093,131308,148313,133910,144997,127167,136953,134635,128384,130340,140976,138869,132033,130808,126597,136593,167667,140745,135179,137297,139874,139295,135887,134011,146223,129358,
