10
1000:9609,10065,8979,9240,8295,9931,9733,8731,8915,9768,8907,9066,9719,9574,9335,8867,9029,9792,9154,9453,8753,8662,9884,8484,8579,9545,9836,9140,8749,10223,8032,9063,9051,9299,9592,9115,8823,8468,8732,8757,9568,8799,9839,9665,9848,10849,8868,8722,8933,9434,9947,9543,8620,9977,8839,9916,9193,9379,9184,9856,8845,9283,9412,10077,10922,11958,10370,9608,10287,9842,10049,9408,9866,9210,8655,8604,9202,8950,9247,10568,8594,8924,9492,11754,10355,9383,10831,9033,8803,9032,9857,9322,9093,8847,8689,9539,10036,9237,9064,8006,
2000:21328,19328,21599,21864,24612,21101,21335,20576,25026,22341,20370,20866,21824,20585,22656,21147,21300,24228,22914,21253,21751,20428,20511,20701,20278,22551,21803,22189,21091,21504,21766,23139,25179,21634,22832,21502,22219,22659,19875,22966,20214,22751,20965,22567,21837,19983,26007,20814,22602,21036,23524,21839,21592,22626,19131,22799,23721,23565,19741,23057,20446,22272,21491,24310,20385,22623,19738,19315,22732,22225,22100,22626,21491,21616,25240,20060,21761,22441,20762,21501,23334,20766,20637,21358,20201,22565,26472,22193,22276,19545,23178,20823,21253,21387,22116,21972,19409,21746,20067,21971,
3000:33136,34117,36398,34175,35988,32699,31416,35541,33926,31931,36281,33161,40265,36038,35115,34353,34364,34767,34433,35991,34242,33393,34798,36201,32709,33601,32759,34912,34128,33069,31955,35257,41199,32087,33646,34625,36127,32045,32485,31880,38684,32206,33429,32133,34574,34037,35031,32652,36979,35600,35988,31416,33867,36338,35778,37223,31349,31650,31974,33199,34452,37602,35950,37696,34406,34702,36995,34376,33764,34867,33414,31913,33590,32471,32622,33428,32143,37166,35813,36710,38505,31917,35806,35265,34725,34914,32668,36596,36629,33627,34890,33282,34492,33520,35734,37986,34683,37967,39619,35096,
4000:51141,50433,54711,48309,47558,47493,47098,51885,48930,52374,48625,48448,49491,48939,49983,49519,48615,43896,44903,47719,44570,45756,44908,46765,48247,53971,46793,48479,49234,46091,47522,49087,45988,46836,46393,45514,49749,51699,48565,49677,61982,47141,43654,49380,48202,51291,47225,48757,45619,45694,44735,46770,48498,50748,46919,46627,45137,45367,52984,45301,48812,55518,48438,46937,49818,51922,48645,47354,49582,47574,47447,48721,45242,45386,47052,51847,49813,46928,47649,47014,49477,50379,47568,45068,47889,45832,46409,43030,47628,44603,52851,45933,46602,51873,50423,44950,45547,46947,49800,44002,
5000:60875,63383,60945,61945,72351,64403,68396,63677,60175,70404,64409,63046,65104,70275,69215,59651,60492,61346,63088,66729,62779,59710,61124,59706,60441,58195,62974,60956,60506,63191,65225,71440,63040,66797,58911,60636,60305,57192,60955,62837,63341,58210,63735,61352,67728,58943,59343,65624,61063,69762,58881,61261,64583,63287,59551,64244,65364,59981,60987,60551,66181,59859,58054,60698,61343,62570,68537,58043,65672,60591,61549,61662,70281,62465,63428,58756,60857,61008,66978,65611,65471,63003,61356,63822,59055,61592,59659,67640,63028,61730,61025,58790,60467,63927,59277,60596,63854,63323,58701,61451,
6000:82370,81636,78914,74509,73701,75897,82261,80752,74652,73024,75490,78891,79597,78465,74675,78887,80637,75272,81330,70342,83697,74404,74245,79624,82878,77232,88942,77261,75796,70838,76347,80091,77766,71852,74533,80428,85883,76276,76871,76926,79044,74325,75090,78718,76591,81338,73505,76777,76025,71953,74330,70984,85011,84998,74544,76650,72386,77772,84699,85011,72195,74408,76880,75442,75802,76987,73739,79321,79087,76658,72309,74594,72471,78851,77808,75937,86043,75735,78573,78881,80674,77109,76664,79354,73088,83397,78321,80826,85674,75922,85021,73444,76556,75619,86105,75546,74687,77010,78493,75314,
7000:83036,86009,89501,95713,92987,96406,93020,88173,92038,98379,93811,91785,91204,89798,89228,89810,114343,90591,87102,91086,94934,96598,88976,91872,92213,96377,95735,85325,90201,93481,96803,86528,86735,99729,97732,94339,86914,93216,103291,95035,91959,88943,90117,99637,85938,93617,90305,86814,96676,92417,86949,90504,91627,88062,91700,92265,95683,93486,94516,94699,98654,94915,91042,106415,97448,93839,94671,98018,94826,87273,96565,92316,95901,89400,90236,91992,94978,95094,104066,101371,94610,92444,84609,88762,92543,92129,95562,88596,91168,88066,92381,94002,87768,93681,86849,94945,92084,102907,92412,91065,
8000:100567,110295,113520,108554,104293,105369,109807,112216,108034,108285,105077,102942,108129,108325,105670,113648,105279,113119,101911,113354,101259,98451,107552,113970,101871,106332,103941,123685,105749,111885,103511,111563,110216,114794,102883,106872,103625,105881,106666,107073,111247,105581,104602,105939,111826,111531,104487,108552,111402,105967,105336,105996,110120,103884,102670,109613,112453,107765,102437,103478,110084,109624,109423,107914,99649,117729,116451,110908,112671,101530,113220,104079,118169,112979,107749,106271,99271,102673,102396,114450,107095,107590,103992,104809,103153,106258,105107,107010,104265,103535,107717,109333,100382,104695,101517,108346,113684,106225,110319,103781,
9000:118779,114336,126731,129888,127642,125216,126222,116656,131477,117147,125082,119326,123177,120499,126579,142068,129467,131520,132550,125635,120594,122032,119033,130294,124789,128503,124701,122589,120162,116774,117292,126820,123528,127736,126971,122878,123653,129681,132781,123710,119252,127271,116336,125245,112146,137618,119889,139955,119216,113622,126866,124303,129343,124038,121286,125294,124963,125236,116284,125262,114984,115854,130961,124421,118997,114994,121076,126394,116609,124621,123025,123071,117357,117295,120216,118706,120080,113410,119462,125464,122717,117261,123084,123348,129104,130493,126858,129488,125327,118018,118750,129513,123194,126929,131541,129311,118805,122257,119671,121941,
10000:131091,147936,147361,142301,142174,130474,135337,134798,138006,137127,138307,148983,133617,143276,147607,129775,134376,141809,139873,133530,139970,154344,139498,135780,131454,168416,133063,134605,133295,128224,146457,144229,139006,127638,140925,138952,136129,159173,134388,134694,140434,136636,135429,157606,136805,137059,133258,183617,130871,140155,130117,128935,139863,127987,134938,147121,135148,145706,135037,133372,143496,136414,141422,142063,152877,137322,133716,141185,140564,137030,140220,141209,147472,144307,129006,131888,140059,139903,138372,135514,135210,133499,142076,149550,143794,142279,134123,133769,143074,142335,137007,132452,147397,135250,141486,135134,136742,140382,153216,135630,
