8
1000:9969,10044,9388,9125,9795,9880,8589,9454,9567,9491,9687,9013,9565,9023,9693,9835,8938,9655,9415,9672,8958,9932,9901,10585,9461,9149,9596,10113,9221,9660,9486,9340,9678,8777,9454,9417,10154,10370,9287,9085,11400,9604,9303,8810,9108,10094,9302,10155,9087,9147,9518,9845,8554,10053,9442,9361,9814,9091,9530,9766,8747,9536,10753,9797,9634,9261,9513,10194,10128,10028,8751,8902,10111,9675,10250,9220,9068,9705,9529,9575,8343,11470,9157,9618,9079,10231,10400,9603,9420,10812,9804,9327,9991,8865,9283,9023,9201,10767,8997,9390,
2000:20821,21730,19697,22321,22066,22837,21183,21331,20388,22995,21765,23257,25357,21610,23023,22121,19287,20867,22538,20774,22266,24989,21189,22382,22227,21412,21493,19778,20884,22519,22675,22166,22296,21185,22163,22999,21707,21137,20878,25171,20423,20434,21354,21028,22544,20374,21619,21638,22779,19989,21368,22120,21309,21460,22273,21939,23612,22584,21724,22146,21648,23458,22892,20574,21773,20330,24317,19815,22177,23121,23120,23754,21204,21562,21600,21469,21595,21626,22406,22621,21287,25107,21147,23375,20592,21696,22112,20392,20349,21949,20205,20882,20388,22793,21708,21352,21394,23031,22089,21378,
3000:39017,36861,35154,36045,35487,35681,37867,33702,35534,37692,32230,35148,34031,40172,40226,37552,34306,33342,34037,41896,33648,35693,36598,38676,35356,34208,36326,32147,36003,34406,37131,34495,35718,37107,33487,33087,36865,36423,38775,37053,34890,32787,35549,37354,32737,34328,34711,33805,34112,36890,34583,34860,35765,34571,34383,37751,33508,33477,36848,36658,35200,35579,33449,35886,34194,35067,35859,35393,34638,34035,37803,34866,37001,38361,36421,32489,34282,34086,38328,35681,34142,32980,37920,35254,34852,35118,39359,37550,32152,32575,34019,32999,33944,35690,35585,35757,35148,36053,38964,34828,
4000:46629,48390,49727,46227,48112,50934,49310,45609,53272,48307,48420,52294,57595,47386,50415,49384,46632,49813,55998,51359,52555,52162,48449,51016,45903,50332,48638,45682,49647,52955,47985,51433,47912,52765,50302,57134,52365,45303,47237,49241,45971,46345,45542,53988,48074,47887,50424,52115,51895,48831,49297,48237,48790,48878,49617,48861,47465,49503,47277,46891,50097,48772,54110,50930,51384,46478,46904,49350,47699,54448,52888,47970,51243,47502,47589,48029,50839,49525,47012,50568,45600,49959,48891,46750,48903,47855,46694,45520,50397,50218,47367,48108,50784,50712,49623,48682,47636,47000,48197,53337,
5000:65097,61482,63272,63996,64856,64738,63771,63442,60598,58549,63746,59267,64835,62023,62571,60100,64910,60846,66738,67342,62112,58904,58258,58071,65916,73932,62877,69662,66386,60944,64212,65629,64018,58279,60548,64353,60214,70180,65358,68046,68057,64137,63138,62653,60840,59070,60099,66145,60643,64521,63153,64753,64882,60607,71845,62185,63940,63598,59342,64651,61918,65308,65653,62372,69130,65350,65845,65269,66054,65460,64139,65924,62625,68185,68374,62330,63331,61759,62038,66519,65286,60774,67219,66412,63323,64466,67780,60831,67090,63319,64397,58086,60527,70815,72469,64660,68658,64733,61624,63988,
6000:74540,83253,77601,80218,76730,77721,78879,77952,81148,76010,73910,82926,80343,77774,76900,83499,71064,89056,78978,79974,78855,74428,79208,81711,80372,80874,80230,74629,81963,71935,74163,75595,77944,79048,81946,77053,78693,88951,75948,91884,82823,83976,71521,79608,81651,81391,75811,75687,80369,74990,76775,73700,85791,85061,80272,80128,82555,79464,77173,75640,80194,76096,74933,71007,84720,83235,74365,76630,77776,78866,78874,80496,81898,78023,79166,85487,92119,77880,81653,76302,74400,72649,81259,78759,82320,81492,77727,83004,80157,78267,78997,75073,76084,81062,77586,79068,72648,80843,85157,73687,
7000:92265,95218,95517,95935,102630,96960,92503,93603,90210,97658,101255,93823,101619,92689,93000,96805,96036,89365,87549,93829,96164,92460,96404,94166,93791,97835,88680,93965,95324,91315,94054,96902,89059,95123,93288,93618,92759,95353,97482,92078,88658,99064,89768,93434,85874,93780,97227,92168,93952,93118,91873,94216,94680,97210,93890,96068,87170,93199,93197,88563,90152,88117,94499,94127,103199,96345,87386,89180,100839,95270,97378,93266,96769,89673,102546,90168,92735,100410,92178,95266,89927,107617,96036,92853,94946,95448,97939,87226,88473,94409,96644,88716,89723,100162,88863,90672,90075,87793,92838,97377,
8000:108334,104105,106805,105105,111761,104591,114239,102690,103038,108696,123439,100226,110365,112539,110076,104326,105734,105161,101015,104269,118572,116359,106430,111164,110078,116093,121595,106655,116850,107108,103813,109140,115624,104543,117568,105329,115716,104252,119208,104286,115325,109638,118681,119179,108853,111684,107679,110297,106439,112036,107747,101886,110750,104175,120141,110336,103614,109720,103588,107811,115235,110270,109084,105292,111026,112965,116264,106274,113888,107560,105814,101967,111214,108604,116436,103376,109681,114656,110339,106121,103181,109217,110089,105232,110376,113161,111191,123156,104975,112894,104880,103527,118563,114590,105655,123479,128536,115266,109371,100500,
9000:129820,119504,116967,122844,125449,122337,122882,115290,121199,122039,121216,124645,121700,124423,120808,126925,127944,124854,121913,126875,123364,118728,122040,116619,119535,121294,126450,137512,125373,117799,127063,124684,117503,118832,127072,120537,122716,124857,126531,126099,124382,122957,118916,130645,119034,135684,127038,116766,131118,119981,126804,131285,120272,125463,127685,121078,122594,127693,127144,116964,119281,128780,118029,124173,124774,129565,120443,121344,124236,122105,122477,119002,129594,120542,129403,119621,124937,117452,127275,123215,124666,119762,132382,118445,118696,117415,115106,120869,128216,132288,117270,130643,116973,124059,119705,123145,124001,124783,128939,122233,
10000:141735,156055,141132,136998,126476,144978,134116,145052,138376,146781,136291,135612,139434,138556,150122,142694,137808,140698,139672,131983,141424,140599,139300,140960,140273,138690,136194,144322,144469,139985,132959,134793,135837,137536,144460,133421,146275,142877,142514,131906,140491,153700,151369,136778,142696,135810,140369,145087,137738,139084,137909,144248,142578,149995,140928,145083,132695,153501,130816,141423,141184,135126,143087,138621,147549,134328,148490,142644,138369,134567,139522,143535,143877,139300,143873,132250,134752,132869,137722,149931,150810,143157,140830,137619,139464,135824,135992,143272,141572,146978,134848,141869,142567,146095,147206,160348,135872,137491,143026,150574,
11000:164925,163025,168095,158543,157656,154671,160568,159488,159829,154794,147414,160952,171808,151232,151953,163882,167373,155670,159953,155605,157140,158281,154212,155167,172597,162762,150061,154385,148862,161850,160039,152745,166579,151439,170189,167316,171741,159907,172293,163704,153073,164704,151438,150290,159280,160018,178150,154514,159519,158473,149831,161397,154969,150105,164562,152602,156034,147337,158649,153191,162106,167461,162471,150708,153063,143591,157889,157794,155097,153905,173304,159995,154154,159545,151826,153989,152668,169847,152058,149477,159561,155820,156772,151279,150523,154203,156940,161703,151086,155522,156183,150508,157071,152205,153925,148954,150901,164623,159296,153438,
12000:169928,179763,193523,186846,180004,170256,195986,162932,182498,178811,177266,171381,169434,167471,187094,167090,171740,179741,182644,164969,183879,178501,197058,170190,173680,166694,172167,179688,166473,178390,187330,168157,170788,182763,169302,184141,170702,175577,177284,173833,184326,174608,169120,174949,181026,170961,175698,182447,168928,166850,172353,171633,168515,178590,171859,179177,179141,176445,177698,174142,162948,167039,174117,172543,167050,167370,201807,164891,177425,158613,184612,170304,196834,178702,179904,170508,171650,176554,165173,179797,181045,163662,162944,175510,168733,172804,163279,177515,172608,179678,165981,170949,166709,170665,176392,176723,179313,180009,166113,160373,
13000:184907,182564,191276,194249,193038,183983,193608,180560,187382,214494,212894,197550,180875,182184,183472,183384,206480,204276,195690,193685,189308,188907,188530,188070,186249,201120,190610,188336,192243,187390,191936,183135,180399,193438,201784,209096,189782,194914,221422,188673,195727,184839,177153,181049,179777,190448,198410,188913,175889,186475,192846,187888,185894,191139,194830,188889,197292,184220,190468,186773,185421,197119,181821,183082,192006,190312,185737,207823,201329,197417,188843,198357,180951,192989,190843,188836,192535,187849,181393,191423,187997,200772,194946,184204,202641,189097,201694,180760,197791,176396,201949,193927,189672,181601,188470,217233,189731,188644,195895,201778,
14000:196376,204442,210991,212542,207574,205512,195815,208029,205152,224793,197233,229255,206113,201702,224057,199860,230238,202794,223462,200757,194458,202356,209520,203100,212145,232683,203563,234114,205246,209846,208839,202035,208949,224379,204768,203852,206268,207426,236709,205134,201061,202274,208174,196045,214403,198712,195094,207698,195157,201786,212092,200416,200495,210413,201709,199654,198988,195965,208182,200963,201297,204696,215054,200523,199463,214786,211264,214643,211240,205945,205698,214593,200398,196115,199840,228420,205648,203268,207876,198083,228651,200909,200332,210116,216981,215783,211878,202873,195261,226543,198342,209085,204296,206176,208035,224118,200546,206849,209073,206248,
15000:218228,226457,221940,256601,219325,226153,215724,226181,219199,232591,232487,224177,251507,216616,243322,215929,228309,240919,225540,222289,216575,245404,235958,239159,232636,220974,238327,217842,232224,217925,219269,219470,223792,220744,226320,220814,234509,228105,216294,213871,223198,248493,231589,222015,223336,220271,223351,222673,225789,228701,229580,217769,232223,225732,225060,221871,208443,218220,215344,220089,232617,215825,221755,230463,233357,219255,226661,213943,223733,220736,230675,218500,222594,230648,215981,227360,213696,230084,217616,236597,220192,223319,228275,217872,238963,213019,237244,228060,250165,222394,218856,214925,222024,222635,231258,234648,219484,234805,222879,213813,
