18
1000:9093,7957,9381,10020,8164,8012,8893,8729,7783,8475,7966,8574,8114,8330,8753,8770,9161,8566,7587,8385,7559,7525,8519,7925,7865,9253,7983,8946,8073,8495,8101,8998,9311,8018,8134,7779,7817,8028,9959,8890,8696,7887,7533,9293,7627,8214,10249,7869,9928,8465,8251,7884,8449,9668,7921,8407,8286,8023,8890,8071,8256,8207,7974,9575,7813,9208,7722,9292,8900,8747,8238,8567,8657,8680,8200,7941,8201,9063,8931,8133,8225,8354,7427,9171,8627,9445,8267,9305,8612,8407,9545,7800,9167,7672,10022,7080,7888,9093,7631,7857,
2000:20081,18389,18399,20459,23191,20575,19190,20668,20290,19685,18583,17847,18020,19870,19257,19185,17488,20646,20034,21525,20463,21922,19077,20313,19175,19076,19460,25197,21031,19708,18913,18877,19670,23785,18950,19073,18006,17444,19562,20353,18095,20169,20204,23171,20874,19448,22325,21288,20287,19525,19591,19766,20103,17796,19749,19628,19642,19547,19816,19873,17706,20984,17458,18784,19101,18586,21173,19788,20003,20417,19851,22549,19251,21058,20633,20316,19676,21111,21783,18518,17288,19281,20482,19735,20559,20232,20541,18832,19635,19350,18989,18429,18619,20402,18942,22966,22330,19494,20558,18943,
3000:31636,30528,31867,32655,30245,30711,31523,29868,34679,36775,30971,31497,32261,31297,32707,34417,29681,32192,34325,33601,30726,29653,34099,31539,32049,31005,31774,31306,30167,35021,29398,31654,32323,28928,30798,32349,30760,32234,31936,34582,32015,34100,32841,33569,30727,34031,33364,31591,28370,33718,31432,37147,30499,34066,32647,30925,31509,30453,31277,32366,31313,35355,32517,32111,34502,32121,34843,30455,29837,32709,29527,32590,33391,30693,31910,33263,35482,31388,32965,30462,30333,35163,34347,31050,29130,35482,32090,36134,36602,29634,30771,31002,34411,32618,29773,32054,31311,32266,30798,30150,
4000:40791,43211,51801,45264,48434,44367,43608,51516,49348,43237,46607,47197,42974,45540,43066,42663,42965,43579,45581,40833,46296,47410,48265,43847,48099,45308,45964,41801,41709,44247,45887,43172,43809,44913,42083,46234,44656,44651,46802,42644,40315,46933,45197,48294,47287,48971,41964,43450,44578,42784,43087,45849,42123,45512,47760,47760,50749,45616,40851,50390,41840,45145,42341,43515,45821,48346,44567,42354,44925,44645,43430,41859,43978,46217,46065,50898,42302,42497,44904,43975,42205,45416,45878,42631,48689,39999,45177,42861,44730,43328,43739,45194,45499,43013,48684,46924,44791,39725,45871,44011,
5000:58180,61646,57158,59958,55162,58725,54621,57519,50846,56438,62468,58423,56515,58281,57246,55001,57754,54497,61107,56960,56793,58272,58001,60937,63828,53840,64536,54003,56110,57566,62443,56002,61023,61279,61123,59627,58226,56209,55772,62488,61359,67683,59404,55462,61259,57593,57310,57517,54544,58272,60773,59698,55594,65698,53215,57379,57511,64549,60809,63939,59986,57909,54999,56076,56812,64331,61585,58848,58520,58439,57106,57890,54659,61559,60042,57567,58611,59884,53744,63421,60895,53613,56745,54513,55292,56225,60984,58424,56091,59576,55842,54431,54943,56129,60118,60822,59365,56421,55805,62884,
6000:66808,67651,72883,68878,75271,77819,73322,70629,68992,74502,73463,72954,66922,74015,74471,69023,78300,65649,68700,72085,68269,73839,74378,74563,74301,71879,72903,79441,76878,72314,74543,81005,71781,73611,79349,68876,66952,69955,75445,69480,71939,71805,72706,69102,71924,71356,70482,71600,72853,68956,74241,77877,75772,70062,71258,69351,69147,74242,72487,65816,68075,70856,66771,78369,71629,73816,80292,69463,73136,76761,70124,75131,73815,69113,74884,70267,74134,71533,70473,74305,69804,71999,73384,69881,75222,74971,71537,69874,78941,65781,74696,73782,70759,66710,74681,72796,83470,73675,70466,71227,
7000:92699,96342,100553,92881,86665,81151,86368,87103,85436,86638,85465,82526,90464,88138,89733,90899,79244,85415,84181,85772,93178,85075,82982,80669,83221,94351,83492,78596,87068,82972,79683,86206,87497,87772,88857,95188,81478,86308,88165,93318,90767,85548,83940,88497,89882,86277,87580,82849,83575,86995,83801,79969,81526,86466,84106,80974,91831,98249,83905,93027,87518,83817,87627,92262,83820,79042,84479,92611,95219,85310,89000,85213,88676,80875,91285,86655,85789,83018,85033,84579,82876,85157,100427,87905,93218,94805,93869,84827,83279,88600,92196,91451,88467,79566,84326,96996,86269,89929,89846,83966,
8000:99175,98206,98085,93864,95076,104143,105887,101974,103933,101758,97196,109017,98628,109481,106322,97410,108098,95257,95717,103121,92663,100643,97141,102844,113835,100920,106343,103391,93367,99626,98635,98106,95703,105720,98587,101319,99616,100519,99743,100716,113033,97585,100874,98289,95264,98770,100770,100177,98074,101472,101735,101172,100363,102656,99922,109069,97414,101396,96982,95229,102950,105676,95883,100821,117414,103627,101167,96534,96686,98373,106732,100201,98827,103449,102446,96862,101412,95074,109027,100404,107816,98455,99589,101031,92267,101624,97901,94793,100651,94856,102964,103236,96996,93405,100882,101340,120657,98785,100640,96169,
9000:109750,117791,115383,124363,119769,128188,115315,124026,111851,126020,111922,116375,116322,114935,116182,117481,129411,109283,124591,116716,125076,124655,121994,107008,111270,112585,110699,120441,123316,112838,116420,108505,124058,109896,123335,113776,113798,105685,112819,122677,119566,106711,120430,117892,112261,110151,121338,119489,121668,108357,115833,123097,121961,121078,111273,115114,120588,114968,118995,125810,110971,124005,121891,115605,106298,112037,120279,109229,126041,111288,119510,115054,117901,123327,118689,113707,130604,110002,116327,123395,113720,112311,122530,121279,117371,120121,118014,114294,128417,124532,120324,121793,113608,108318,110020,130283,124742,128242,113331,112191,
10000:131507,126790,129730,136695,125768,129156,139014,133880,128741,127974,143921,140541,126988,128611,131366,125792,124671,124459,128650,127617,130858,128595,128365,128730,131641,136299,135057,135018,120135,126741,139175,121607,124690,129682,134610,134321,127589,122216,123136,125719,125901,122784,130763,144208,121017,118329,125578,132084,132117,125206,124198,134676,130028,128990,141521,136780,122991,125957,140713,139006,131663,124917,135710,126625,140802,124139,125340,123253,126765,130355,129237,126061,126763,127300,133994,131836,132316,132234,122303,137993,123706,125869,146780,134826,136842,128574,125504,130705,125961,142083,135327,121779,126317,131434,141644,127757,139872,129361,126099,129139,
