20
1000:7840,8312,7361,8343,7705,8700,7790,7883,7790,7670,8985,7513,7812,8083,9509,8471,8378,8757,7624,8609,7527,8695,7512,8435,7596,8209,8590,7464,7618,8485,7883,7761,8426,8555,7725,7957,8065,7832,8111,8446,9130,9445,8402,7171,9392,8094,7202,9245,7574,7701,7908,7827,8381,8742,8004,8133,8624,8383,8052,8164,7860,7817,7906,8832,8049,7876,7637,8494,7377,8185,8006,8375,9172,7704,8740,8317,9635,8606,9125,9088,8708,8305,7591,7590,8335,8336,8314,8648,7886,8487,7662,8442,7763,8069,8018,8589,8477,7666,8794,7986,
2000:18624,19223,19528,17136,19367,19987,18884,20007,19690,20650,19547,20844,23348,18870,19131,21236,17932,19899,19567,20706,20368,19630,24371,19227,21103,18443,20950,18980,19385,19092,20277,17247,18419,19614,18493,19514,20255,19252,19865,19174,20336,18049,19781,17232,18548,18172,24535,18765,18284,17813,17972,19354,20259,18797,19081,18700,18750,19253,19722,18345,18582,18642,18329,18900,22235,17988,20351,19317,23092,19484,21943,18904,18848,18321,19061,22140,18480,20182,21077,20406,21804,19994,18057,21289,21107,20039,19919,16917,21048,19321,19516,21242,19315,19002,20828,20027,18142,22977,19844,17807,
3000:33463,33665,33685,36435,31049,33617,32606,32276,29701,37846,32399,32305,32826,31614,32032,32316,29863,36235,30070,31695,33098,32744,31075,33582,34242,31162,33036,31122,29415,34223,31400,29902,30096,33650,30891,33291,29304,35978,30585,29525,34682,31264,30468,32729,31113,32570,28965,33446,34105,32196,31534,34820,31191,31744,29319,32398,30131,29166,29897,32737,33945,33912,33877,28368,32573,33471,29166,32070,31018,29215,33733,31591,33974,30932,32129,31317,32071,31436,37852,32630,31398,31195,32765,34282,35252,34758,32669,34914,31423,27324,33456,30102,33404,32193,32386,30149,31632,30611,30254,32995,
4000:42693,44066,43773,44237,41304,43051,47252,43411,40045,42839,47391,41757,41794,41272,41708,47093,48009,45196,46315,46642,47383,41330,41322,44096,43682,43369,44486,50880,45119,42526,44884,47706,42412,40709,44674,42574,45060,45360,42168,45631,44724,40280,48548,44254,48431,46011,45600,49873,48556,44626,43156,46400,43155,40991,47767,41776,39037,44017,45877,43844,47399,45891,47143,41644,43250,40802,45524,41568,47029,42211,45364,45386,43876,39455,45576,42159,42915,43148,43474,47376,43766,41721,47353,48257,40423,44026,45427,45726,42924,44482,42093,42445,43692,44451,40737,41705,47782,46156,45059,42175,
5000:57832,54937,57378,58884,55648,61493,61703,55416,57764,56068,58104,58007,68954,57362,56817,61098,57152,54269,58420,53557,58438,58691,57736,56313,54447,58934,61183,56667,58794,54255,59628,62934,57758,54547,53622,59597,64907,57196,61130,62331,56158,72075,54570,57993,58836,64306,61427,65434,53037,55206,58610,58337,55138,56994,52468,62863,60896,54767,57041,53923,55941,57402,54800,61132,58932,59366,54061,54770,58389,57671,56380,57845,56381,59872,55632,55492,55833,57043,58739,56418,57511,57940,56443,57515,56726,57281,56134,56530,59929,54682,60943,60980,60496,56652,59576,56474,59598,63441,64962,58715,
6000:77363,71291,75240,67948,72007,76236,66525,75441,66505,67618,73449,67568,69621,69876,72267,79767,70825,71541,69313,72700,75234,69739,72116,69272,77324,73091,75578,67781,79650,67775,73890,71722,75080,75164,72531,73935,69290,70441,74002,73329,69515,71063,68133,67028,78908,67320,76655,71653,71276,66684,73070,69040,70132,68397,66576,83207,79538,71218,71498,69489,74080,69474,73291,71635,69093,69020,69892,74332,72533,67694,72100,74155,78647,70225,68447,73612,71926,69070,67138,74958,70332,78702,63969,69467,69064,77475,68569,68162,69631,71020,69283,69119,71636,77026,68863,68331,70891,75251,69408,71264,
7000:80319,82581,87021,82826,80512,91969,88167,85722,81935,81862,92633,82738,83158,86925,82115,78624,78781,87012,85823,88085,83568,83335,84666,82761,84692,84020,91683,85756,89781,85804,84054,77467,83198,84887,90938,84108,79838,84243,90394,92688,91187,81321,89448,87007,85593,80059,91245,86556,88662,90891,98610,91993,77427,84192,80627,85034,86400,81389,89936,86235,83801,86616,79854,80401,89049,81660,89524,85620,89325,82453,80987,83007,84941,79838,82662,89095,89060,88526,80802,84627,87440,82436,95951,85411,85716,83243,94601,85966,81670,95124,85318,88650,85732,87307,88752,92906,80999,84673,86170,87618,
8000:119227,99753,93579,99493,99961,100313,100609,98215,102895,112054,105037,96644,93889,102706,97386,102386,95612,105693,111257,101473,94767,96836,102882,102030,96756,96202,97908,105746,96222,109712,97721,101914,99313,100154,98973,108753,100465,101893,95286,98958,98119,97140,100640,97628,99903,104491,93438,99739,106025,96290,92318,113020,93103,105455,97885,93821,96337,96786,93757,97028,95952,94933,92476,103812,121829,101458,104503,97648,103533,97384,100735,100645,101688,93652,99021,105154,99179,101085,92984,99969,105048,95891,97016,109337,94688,98376,98829,99589,101304,95137,96199,92773,92419,98378,95698,102081,103565,97514,98794,96186,
9000:112465,108672,121691,113009,108809,111056,118074,111942,113212,114617,119057,117821,108548,109013,118442,113995,126930,108137,107079,120742,106412,109718,115267,117240,119374,114829,111250,122836,110574,106177,112223,115415,116301,112344,106532,117536,134632,128102,127834,108573,124899,125853,108313,115844,107736,113039,111969,112459,110225,113526,117839,107793,120033,130368,107305,115697,109842,119399,123869,112315,118364,106311,120971,115541,114342,121230,118233,111927,104316,114756,115807,115875,122005,115707,120614,123189,105541,112607,112895,117903,122009,115941,105132,112264,106547,114539,123167,107305,110655,108355,115138,118271,118874,110896,107224,110573,106587,113382,120285,115280,
10000:132692,142390,139623,132029,119664,130611,128591,134946,125544,130581,122568,131744,128408,129967,141575,137607,131855,125292,132187,125814,141276,123603,131328,129594,130126,125005,130218,121110,118980,137940,135532,128062,125045,122009,134369,133355,123163,129776,126231,127224,127970,125159,129907,142610,125553,124807,125850,131416,131021,141781,145432,132849,124112,125722,129279,134758,133201,125863,139264,130061,135739,122684,137188,145768,121656,132472,132234,121699,131964,130468,127850,126880,127278,132870,150791,131046,144872,137477,121200,117604,124864,131310,128640,133264,129346,128621,126798,120871,131770,155439,127326,143293,125751,125124,126467,128757,133134,122764,129508,136420,
11000:138023,153501,144481,145444,141528,134882,159371,145036,151580,142885,135297,146547,151063,137197,147168,147751,145513,158231,151640,145643,133366,131832,152616,140338,146876,157112,147879,141034,146783,142164,139478,145752,144832,149147,147259,143777,135582,141777,143394,146352,141269,141815,162741,136565,151985,139346,145330,137151,138606,149290,130281,139507,131314,135516,165628,148437,141528,152391,141237,142651,142252,143315,134405,155461,144839,137447,138746,137579,155182,143437,135481,155684,142825,141427,157289,156760,149331,139453,142775,138727,165280,148366,148167,137193,143246,134925,139751,131875,164627,134004,139651,136102,139865,135216,146261,139451,142151,140138,139896,143813,
12000:149063,160200,160524,164446,155333,184552,156875,163404,152311,159437,163127,153218,146140,156735,158329,172885,152582,162545,146163,160775,160733,174477,170031,156854,179347,169516,150953,154459,155782,147452,157552,152804,159425,163128,158167,155955,155662,158710,163646,156083,149736,167371,172777,166567,165199,151810,160974,159354,163353,153195,156455,150564,153296,161390,179759,162749,163223,151479,156665,159325,160921,152529,151538,167840,157046,156301,151118,149699,151191,151925,155085,158565,154225,153878,166124,156059,155170,155406,157033,165930,150017,168616,159886,160881,161565,149769,157920,166921,151634,156765,162495,161054,169668,154462,150933,149171,156042,166795,151919,171369,
13000:184380,169188,182015,172510,165880,180235,173478,165650,173723,190619,181676,188735,168493,166067,179945,172680,177737,175905,178458,173255,175059,170522,172101,185157,186972,197814,174011,176000,175542,170534,176294,179327,179449,175634,159282,188911,168275,175928,166664,171150,167823,170523,177698,177905,172212,165483,183328,179700,175210,171398,171093,173136,166655,179023,175877,177968,164853,169392,170890,174767,175209,172564,163065,176328,177816,168821,176135,203389,171552,164392,173555,175054,188670,197154,172689,166824,175057,167007,169346,170976,167782,173443,181148,166182,178937,195096,171547,183770,173867,179481,164769,185308,162294,193954,183830,174391,157813,165626,169726,171911,
14000:185947,191630,192824,191874,195000,209872,181012,191156,184325,190479,178575,191814,181002,189700,183056,183814,196134,178496,193072,191344,202768,186695,177205,182006,194260,176402,186059,185509,181344,195304,181252,195992,181579,177583,179355,181467,194864,184518,195057,191247,208195,196376,189059,185970,196845,191840,204262,210812,181647,186080,184363,221755,191394,204274,200425,181293,191028,179970,191991,187371,192136,188595,196006,188634,191515,182174,183359,183306,187952,192177,174408,195596,182465,186427,191883,199640,184063,187909,203798,188848,184416,197033,189411,194324,189395,182927,187863,209079,183535,192313,178001,188825,190132,198091,196492,191261,188687,195803,205074,185950,
15000:202824,206244,202705,221187,194053,215042,207351,199178,225502,203820,206148,222022,195549,198748,219155,202156,200544,219662,195483,204521,199560,214506,192316,200904,199241,204297,200932,220593,218038,217323,193979,205601,204937,193980,218923,215337,190027,213845,196094,203633,207817,197158,190991,199403,199439,222697,198357,201830,198314,199035,207541,199812,207684,204083,211258,239682,207987,208322,200189,194863,209463,216682,209495,210924,204321,213271,203628,199635,228771,210434,198254,208124,201948,205012,202086,193123,201162,211169,214099,200996,214729,195438,222185,211446,194953,213641,213284,209560,209675,202890,205606,200527,195927,190063,196134,214055,191048,197753,188213,231210,
16000:219442,233057,206976,225753,223474,235334,214881,218316,219356,233125,222205,225705,227844,233766,218459,237883,227030,200858,242205,207444,251046,221719,206465,232553,226245,234345,228160,233451,206908,225147,237558,213961,206154,226027,223554,221498,213132,211502,211941,222920,219973,213734,223463,213573,214055,213899,222609,231105,221711,209583,221712,209675,215258,215256,233146,218415,214404,216569,211410,239733,212157,225678,219916,231067,216526,231035,228083,214935,226329,217414,221355,210611,231122,216992,220244,233652,225952,241903,213054,230594,217711,204372,251275,232622,218192,211985,206821,226358,227390,215622,208514,223688,233779,222701,217629,219365,241481,210868,230053,222637,
