15
1000:8365,8709,8626,9184,9309,8372,9131,9395,7998,9189,8805,8947,8975,9389,9992,8374,9263,9008,8702,8875,8823,9229,8239,8648,7965,7940,8418,8658,9112,7959,8642,9284,7764,8239,9529,8219,8406,8985,8201,9490,8371,7993,8700,8536,8244,8467,8909,9311,9951,8533,8622,8741,10047,8825,8780,7952,9788,8253,8850,7720,9664,8197,9306,8946,8962,7979,8425,9161,8915,8640,8168,8175,8260,8807,7979,9665,9029,7876,8660,9181,8694,8230,8441,9438,8431,8359,9198,7907,8882,8983,8121,9920,8435,7758,8507,9257,8089,8893,9863,7983,
2000:23798,21126,20203,20708,20534,22363,20580,18406,20673,18329,19282,20301,21588,21748,19354,19806,20033,19501,17753,20040,19675,19266,19530,19732,20473,18934,19376,20730,20912,19059,22136,23860,19403,19139,22157,20289,21487,17987,21705,19893,19247,19605,23169,19838,18962,19551,18946,20196,19750,19566,21540,18522,18321,18995,19686,19464,22769,19527,19825,18558,19913,18430,19370,21295,19482,18644,21051,20713,19969,20084,19224,20959,21278,19520,20824,19449,18895,21403,19830,19599,20683,20468,20278,20678,20171,20124,20880,18402,20633,18491,20122,20764,19422,20167,21812,24775,19570,21203,21186,19631,
3000:31766,33149,31225,33980,30968,32652,31538,32682,33334,31824,34049,32354,30367,29284,29904,33159,32103,32241,31570,31964,32181,30487,32164,31242,32095,32123,33126,30625,35268,33480,31335,32041,32130,31598,33761,33861,34182,36092,32201,31323,33723,34757,33628,33303,33433,30268,35113,31667,32673,30724,31461,30250,33823,32203,31121,32590,34842,32190,33621,32566,30910,31808,31100,31099,31975,31016,31454,30379,33644,35437,34545,32725,33222,31568,33610,33576,36478,32175,32334,31299,31245,32148,29155,33534,31019,33507,34051,31059,34755,31873,35161,32851,32118,32163,32617,31747,33154,30166,33126,34115,
4000:49821,43251,44849,45364,50051,43704,45629,43131,43197,47842,44403,42683,43305,47860,47535,45189,47874,43196,43397,45373,45267,43556,45325,45245,45393,44512,46501,42772,44794,48199,45855,47648,45376,48344,45420,45572,48247,46937,50730,42428,45947,42726,49041,49774,45244,44778,43871,45516,45454,46970,44500,48922,46523,49192,48289,50803,48621,44534,46804,46591,44520,46294,50278,41997,45459,48174,44655,44742,44647,52665,44539,46946,50866,44944,43348,41589,45365,48733,45294,42863,46238,50001,42334,51234,45898,46943,43179,47970,44020,43467,44198,45434,46206,45772,41548,45810,43106,44595,46300,47320,
5000:58854,57036,57968,62984,57441,55278,55781,63320,58487,60423,58835,57678,64338,59582,59639,57801,60966,55749,61422,59737,60769,62536,61282,56798,62025,58387,57660,55074,58512,53407,63006,58081,58609,56282,59726,58973,61222,59543,65605,56471,59419,60728,64672,56000,65662,58299,54617,55922,61788,61137,56823,55368,58762,61113,68937,59601,60163,61224,60252,67800,58955,59011,65563,59724,57975,51962,59658,57769,60553,62066,56061,56708,59805,57011,60122,58855,62333,55130,54686,57584,58487,63930,59043,58209,56146,59420,57074,58897,60047,55347,54470,60264,59339,62813,60220,63647,60591,58958,58595,59937,
6000:75171,79660,74486,73995,71395,78736,75088,77159,76034,76470,72450,73245,72179,79249,70967,68801,73004,79143,79237,72958,76055,80959,77613,79911,76951,75116,76107,70362,79364,83502,79913,73748,75585,70678,69645,73896,70088,79784,72989,83594,80083,76448,77457,77972,75117,75808,69006,76673,85865,67381,69738,79526,77363,71944,70563,78343,74088,73574,77318,73750,74443,75831,68104,71255,79402,82032,70736,73289,76941,74818,67351,72424,76945,77830,71674,75824,69023,73953,70393,71045,74185,72203,74939,76442,70818,77099,71809,83070,73472,78235,72152,73614,70090,68515,84915,69811,81128,79745,72824,72788,
7000:90169,81375,84830,87938,91105,90132,85351,81272,97879,82785,85190,88694,93253,89756,84786,86395,96786,89232,85172,89680,87524,94325,89367,92173,88071,94141,83452,92756,90593,81337,86951,88945,87806,87738,83489,85851,90574,87641,91568,91460,103981,80345,97316,83997,86228,94055,88252,91418,86203,99819,84067,89418,88407,94755,84341,83442,83739,90175,89424,88001,92816,82720,88961,90159,92245,84781,82871,96159,86873,85966,85005,91936,87523,92022,87269,85912,79030,94462,86374,82793,84514,89446,82888,88059,89419,97351,91846,90184,88872,89962,92825,82072,87737,89258,85855,85882,84239,86209,89500,87561,
8000:105746,101416,104813,110275,111937,95650,101346,110357,100462,103583,124924,109899,103026,99393,101858,98683,97965,95669,104658,99066,102747,97633,101364,100315,97972,100119,97720,111587,97594,98610,105056,116584,101047,100529,113730,98251,107886,109639,101533,107210,102979,107124,100706,98098,97592,102015,106162,100033,107255,104739,101221,102214,100653,110680,101224,110749,103562,98397,105907,97958,100660,107498,104029,107786,105523,100013,99039,103373,99584,104588,97332,104028,103624,99007,101209,99359,113016,95043,100053,103923,108466,97498,101207,121979,97824,99882,104291,109390,97797,105239,99800,98221,101649,103249,98084,103567,95360,116286,104366,100727,
9000:115891,117968,115774,118614,114318,122242,114825,119561,118705,134172,120316,118644,110397,120316,109515,126501,120718,112988,115839,109199,114097,121785,114506,108776,108320,115185,125265,116081,126092,144826,116795,115573,113805,114335,113721,114786,124010,112331,111040,123076,117026,122251,112941,118891,129564,108154,111353,108303,121389,116273,116406,126580,133764,113035,126290,126262,126635,127373,125342,113623,126359,113131,118791,111196,131735,115480,110427,118417,128352,119946,125533,116224,117290,108719,119330,124120,113796,117976,114684,119619,120097,118411,111699,120998,120259,113117,126464,109286,117824,107681,116868,114977,127213,109487,123409,116609,122948,122911,114132,116596,
10000:136993,127491,129790,140723,133222,133326,152047,131636,143002,127636,131670,129827,132065,137829,134441,134212,135911,143929,132352,140296,135391,134127,134176,131742,138467,140597,130799,127974,130544,131815,132610,126543,136470,131276,133247,144767,123686,122078,124105,137637,130006,128148,127748,132350,136108,124758,138756,133543,129960,125698,144940,134623,148978,132278,131796,146242,125669,138763,131608,135038,132604,134406,132772,132677,133975,134743,129377,129262,129239,131516,138477,141277,123797,140164,126096,132006,144290,138247,141412,135823,130365,137900,131819,129877,156064,125715,127956,136043,146714,134115,126733,124003,138337,138111,141625,151607,139997,137507,128413,140192,
11000:154847,159764,138507,161561,143603,143274,146697,154433,149259,139921,142452,151081,144438,143675,145127,159963,150981,142304,143664,149216,148498,156123,147875,135977,138469,148457,143209,140261,139818,151993,156732,144217,142275,158262,149381,160917,146221,152280,150619,150801,147840,144423,143732,148772,143508,149101,141691,140230,149869,145158,143763,141791,141649,156127,148095,142636,139685,145788,155609,149725,142312,157727,145393,141547,158345,166003,163835,138408,147900,142357,158354,159480,146328,151500,150198,146077,157697,155275,147427,147698,150469,146176,154721,142761,145694,154182,154158,151484,155690,145453,148677,143619,143382,148057,147270,149264,160163,144261,144277,144293,
12000:158355,179640,161282,165314,161529,157601,169062,164567,171673,162480,175929,171168,162952,161243,157882,156701,160682,159794,169153,162664,149653,157074,160572,162676,163093,164394,164098,163150,178577,155229,160833,157577,160329,175639,153377,175546,185182,175380,157535,160947,170944,165237,177590,163856,178967,176162,161406,176433,159429,159900,164809,164003,168755,176768,151451,165294,161645,160071,160559,184104,164137,161893,174303,158456,158953,177252,155779,169005,186446,167595,183027,164894,179534,168497,161091,178004,172598,196188,156722,157638,160086,163424,175235,158867,165529,181377,163430,158628,192172,163709,166628,168388,169183,170255,179493,176656,160544,172372,165102,161549,
13000:185918,174458,183716,171253,174741,175313,171942,190543,193008,171358,175871,183373,181218,183690,194052,178691,178134,180590,178623,191776,185188,186997,176308,178992,181491,177424,193046,176290,202250,194861,187580,182567,172547,180483,176055,189316,188255,173928,173690,175925,183764,183169,177224,179554,182211,175574,197342,181069,179560,189484,174594,176574,174632,182290,175024,174572,179357,171466,171280,176939,199184,167510,179376,180006,189254,178951,183268,188796,173708,179473,169627,172277,184835,191735,186953,185426,174826,176014,175582,168380,178178,185702,173050,184696,171386,189256,171001,181361,195384,182962,176472,187914,173901,176110,175856,197859,172808,184124,193420,180512,
14000:198546,198253,216200,217582,188557,195726,192285,195566,195436,189641,213525,206133,192245,210897,192457,183148,190523,203327,201480,192306,189260,199468,194533,205710,193212,191473,224312,187953,196826,185330,197137,188524,199187,192058,195315,194986,199741,190327,192228,188517,190190,193262,189794,181151,207226,193432,187907,185187,189942,188547,199798,203659,191076,192278,185700,189031,203493,187306,186255,195456,186400,186744,202356,202244,200661,205019,188801,187994,202190,189179,189760,195510,189275,180721,204321,180124,181728,187684,191713,186206,192041,201273,199481,193021,201102,193513,213194,199502,193701,213098,185863,194177,204453,197449,184829,200368,185323,198852,198455,199770,
15000:205101,216562,208826,211548,200990,221144,229342,211319,205625,204374,222367,216296,212796,212390,205716,209935,222988,201804,196572,227176,238641,208107,219119,209103,207603,213574,234252,222728,202964,200195,214931,201525,206646,202334,210328,204972,209320,210249,231329,215801,206275,218233,201547,207262,205832,220563,209157,216824,208723,197781,201279,221593,216071,233173,226162,213298,234287,223700,241462,228919,224942,220111,214739,216527,220363,237347,199062,224117,214071,205584,204237,203721,213175,208538,221282,204794,212526,204143,215321,220414,215330,203118,205385,235215,202531,210520,215262,201435,209164,204775,212390,206029,204131,215191,207148,196129,215658,201846,211481,200854,
